State,Sightseeing Place,Activity,Language Preferred,Hotel Nearby,Hotel Price (INR),Famous Food,Category
Kerala,Wildlife Sanctuary in Kerala,Trekking,Konkani,Craig-Sullivan Hotel,2911,Chole Bhature,Religious
Kerala,Temple in Kerala,Trekking,Punjabi,"Reilly, Thornton and Brown Hotel",2214,Rajasthani Laal Maas,Adventure
Kerala,Beach in Kerala,Shopping,Konkani,Harris Inc Hotel,8718,Thali,Cultural
Kerala,Fort in Kerala,Boating,English,Schneider Group Hotel,2218,Thali,Historical
Kerala,Palace in Kerala,Shopping,Tamil,Garner-Zamora Hotel,6643,Rajasthani Laal Maas,Nature
Kerala,Palace in Kerala,Historical Tour,Malayalam,Smith-Hughes Hotel,2919,Prawn Curry,Romantic
Kerala,Wildlife Sanctuary in Kerala,Camping,Marathi,Harrison-Cook Hotel,6861,Rajasthani Laal Maas,Adventure
Kerala,Beach in Kerala,Shopping,Punjabi,"Griffin, Morrison and Thomas Hotel",3807,Idiyappam,Romantic
Kerala,Fort in Kerala,Historical Tour,Tamil,Stephens Ltd Hotel,4995,Idiyappam,Cultural
Kerala,Temple in Kerala,Camping,English,Duncan-Ramirez Hotel,5712,Chole Bhature,Historical
Kerala,Wildlife Sanctuary in Kerala,Trekking,Tamil,Norris-Powers Hotel,2943,Prawn Curry,Cultural
Kerala,Backwaters in Kerala,Wildlife Safari,English,Gilbert-Hines Hotel,9268,Seafood,Cultural
Kerala,Hill Station in Kerala,Shopping,Marathi,Harrison-Jones Hotel,2854,Seafood,Cultural
Kerala,Backwaters in Kerala,Shopping,Hindi,"Harrison, Porter and Perry Hotel",2081,Chole Bhature,Adventure
Kerala,Palace in Kerala,Boating,Malayalam,Macias-Sandoval Hotel,8107,Seafood,Wildlife
Kerala,Beach in Kerala,Trekking,Tamil,"Price, Gardner and Dean Hotel",6362,Seafood,Cultural
Kerala,Wildlife Sanctuary in Kerala,Cultural Dance,Malayalam,Williams-Johnson Hotel,8673,Chole Bhature,Romantic
Kerala,Wildlife Sanctuary in Kerala,Shopping,English,Wells-Allen Hotel,7027,Idiyappam,Religious
Kerala,Temple in Kerala,Wildlife Safari,Hindi,"Williams, Mercer and Dickerson Hotel",8145,Idiyappam,Adventure
Kerala,Fort in Kerala,Historical Tour,Hindi,Taylor LLC Hotel,8533,Dosa,Religious
Kerala,Fort in Kerala,Wildlife Safari,English,Lawrence-Thomas Hotel,5618,Chole Bhature,Romantic
Kerala,Fort in Kerala,Boating,Marathi,"Hensley, Wade and Allen Hotel",6474,Seafood,Adventure
Kerala,Wildlife Sanctuary in Kerala,Boating,Tamil,"Hammond, Gutierrez and Brown Hotel",6381,Dosa,Religious
Kerala,Fort in Kerala,Trekking,Malayalam,Jones PLC Hotel,6972,Thali,Historical
Kerala,Wildlife Sanctuary in Kerala,Historical Tour,Malayalam,"Carpenter, Snow and Jordan Hotel",2321,Dosa,Adventure
Kerala,Temple in Kerala,Wildlife Safari,Malayalam,Tran-Parker Hotel,7274,Thali,Adventure
Kerala,Temple in Kerala,Boating,English,"Patel, Reeves and Parsons Hotel",4494,Rajasthani Laal Maas,Cultural
Kerala,Palace in Kerala,Wildlife Safari,Hindi,"Crawford, Petersen and Davidson Hotel",6960,Idiyappam,Adventure
Kerala,Palace in Kerala,Trekking,Tamil,"Wolfe, Larson and Wilson Hotel",6570,Rajasthani Laal Maas,Nature
Kerala,Backwaters in Kerala,Wildlife Safari,Hindi,"Hogan, Ross and Salinas Hotel",5326,Thali,Nature
Kerala,Palace in Kerala,Historical Tour,Konkani,Skinner PLC Hotel,9815,Dosa,Nature
Kerala,Fort in Kerala,Cultural Dance,Hindi,Lester-Copeland Hotel,3831,Chole Bhature,Cultural
Kerala,Hill Station in Kerala,Cultural Dance,Tamil,Hudson Ltd Hotel,7874,Thali,Wildlife
Kerala,Backwaters in Kerala,Boating,English,"Mitchell, Jensen and Smith Hotel",1889,Dosa,Wildlife
Kerala,Fort in Kerala,Camping,English,"Ponce, Williams and Smith Hotel",6663,Idiyappam,Adventure
Kerala,Backwaters in Kerala,Trekking,Punjabi,Vasquez-Cruz Hotel,4402,Thali,Nature
Kerala,Backwaters in Kerala,Boating,English,"Haas, Wright and Johnston Hotel",8671,Chole Bhature,Cultural
Kerala,Wildlife Sanctuary in Kerala,Wildlife Safari,Malayalam,Johnson-Davis Hotel,2475,Thali,Religious
Kerala,Wildlife Sanctuary in Kerala,Historical Tour,Konkani,Sullivan-Cruz Hotel,2331,Thali,Adventure
Kerala,Palace in Kerala,Camping,English,Chavez Ltd Hotel,4499,Chole Bhature,Cultural
Kerala,Backwaters in Kerala,Cultural Dance,Punjabi,"Silva, Mcconnell and Dominguez Hotel",5753,Dosa,Wildlife
Kerala,Fort in Kerala,Camping,Hindi,Lewis Ltd Hotel,8677,Chole Bhature,Nature
Kerala,Wildlife Sanctuary in Kerala,Historical Tour,Hindi,"Burton, Perry and Parker Hotel",8757,Rajasthani Laal Maas,Religious
Kerala,Wildlife Sanctuary in Kerala,Boating,Tamil,"Lawson, Bryant and Williams Hotel",2311,Chole Bhature,Wildlife
Kerala,Backwaters in Kerala,Wildlife Safari,Punjabi,Benitez Group Hotel,7499,Rajasthani Laal Maas,Nature
Kerala,Beach in Kerala,Cultural Dance,Konkani,Chandler-Brown Hotel,2577,Thali,Nature
Madhya Pradesh,Temple in Madhya Pradesh,Camping,Punjabi,Thompson-Simmons Hotel,5042,Chole Bhature,Cultural
Madhya Pradesh,Backwaters in Madhya Pradesh,Trekking,English,"Reynolds, Andrews and Wolf Hotel",3441,Thali,Adventure
Madhya Pradesh,Hill Station in Madhya Pradesh,Boating,Hindi,White Ltd Hotel,5014,Dosa,Nature
Madhya Pradesh,Fort in Madhya Pradesh,Wildlife Safari,Punjabi,"Bray, Rodriguez and Hammond Hotel",6156,Thali,Nature
Madhya Pradesh,Fort in Madhya Pradesh,Camping,Punjabi,Griffin-Cantu Hotel,3036,Seafood,Wildlife
Madhya Pradesh,Hill Station in Madhya Pradesh,Wildlife Safari,Marathi,"Woods, Rice and Case Hotel",4355,Prawn Curry,Adventure
Madhya Pradesh,Hill Station in Madhya Pradesh,Shopping,Konkani,"Lang, Schaefer and Ferguson Hotel",5491,Chole Bhature,Wildlife
Madhya Pradesh,Fort in Madhya Pradesh,Camping,English,Reed-King Hotel,2248,Chole Bhature,Historical
Madhya Pradesh,Palace in Madhya Pradesh,Trekking,Hindi,Ortiz Ltd Hotel,8177,Dosa,Romantic
Madhya Pradesh,Fort in Madhya Pradesh,Trekking,Punjabi,"Baker, Martinez and Roberts Hotel",1814,Dosa,Romantic
Madhya Pradesh,Temple in Madhya Pradesh,Shopping,Marathi,"Kramer, Taylor and Barnes Hotel",2463,Thali,Romantic
Madhya Pradesh,Temple in Madhya Pradesh,Cultural Dance,Tamil,"Daniels, Turner and Butler Hotel",9323,Chole Bhature,Nature
Madhya Pradesh,Wildlife Sanctuary in Madhya Pradesh,Cultural Dance,English,Mcintosh PLC Hotel,9347,Prawn Curry,Adventure
Madhya Pradesh,Backwaters in Madhya Pradesh,Cultural Dance,English,Daniels Group Hotel,5068,Rajasthani Laal Maas,Religious
Madhya Pradesh,Fort in Madhya Pradesh,Shopping,Malayalam,Murphy and Sons Hotel,6525,Prawn Curry,Wildlife
Madhya Pradesh,Hill Station in Madhya Pradesh,Shopping,English,"Murphy, Webster and Johnson Hotel",1836,Thali,Historical
Madhya Pradesh,Temple in Madhya Pradesh,Historical Tour,Tamil,"Silva, Cook and Caldwell Hotel",4075,Chole Bhature,Adventure
Madhya Pradesh,Palace in Madhya Pradesh,Boating,English,"Harris, Austin and David Hotel",7200,Idiyappam,Nature
Madhya Pradesh,Palace in Madhya Pradesh,Historical Tour,English,"Yates, Wyatt and Freeman Hotel",7717,Chole Bhature,Adventure
Madhya Pradesh,Beach in Madhya Pradesh,Historical Tour,English,"Greene, Ruiz and Conley Hotel",6183,Thali,Historical
Madhya Pradesh,Fort in Madhya Pradesh,Camping,English,"Bautista, Watkins and Carrillo Hotel",2501,Rajasthani Laal Maas,Religious
Madhya Pradesh,Backwaters in Madhya Pradesh,Wildlife Safari,Punjabi,"Hanson, Bennett and Kelly Hotel",3948,Seafood,Cultural
Madhya Pradesh,Beach in Madhya Pradesh,Camping,Malayalam,Perry Ltd Hotel,3060,Thali,Nature
Madhya Pradesh,Backwaters in Madhya Pradesh,Shopping,Hindi,Ramos Inc Hotel,2152,Rajasthani Laal Maas,Historical
Madhya Pradesh,Wildlife Sanctuary in Madhya Pradesh,Cultural Dance,Hindi,Powell PLC Hotel,7335,Seafood,Nature
Madhya Pradesh,Backwaters in Madhya Pradesh,Shopping,Marathi,Robinson Ltd Hotel,8283,Prawn Curry,Adventure
Madhya Pradesh,Beach in Madhya Pradesh,Trekking,English,Robinson-Krause Hotel,3411,Thali,Historical
Madhya Pradesh,Temple in Madhya Pradesh,Historical Tour,English,Shea Inc Hotel,3729,Prawn Curry,Nature
Madhya Pradesh,Hill Station in Madhya Pradesh,Cultural Dance,Malayalam,Johnson-Butler Hotel,8979,Chole Bhature,Cultural
Madhya Pradesh,Fort in Madhya Pradesh,Wildlife Safari,Konkani,Mclean-Boyd Hotel,8891,Chole Bhature,Cultural
Madhya Pradesh,Fort in Madhya Pradesh,Shopping,English,Carter Inc Hotel,2937,Seafood,Romantic
Madhya Pradesh,Backwaters in Madhya Pradesh,Wildlife Safari,Konkani,Doyle-Arias Hotel,8438,Chole Bhature,Religious
Madhya Pradesh,Temple in Madhya Pradesh,Trekking,English,Williams-Anderson Hotel,5436,Dosa,Wildlife
Madhya Pradesh,Wildlife Sanctuary in Madhya Pradesh,Boating,Konkani,Woodard-Bender Hotel,1638,Rajasthani Laal Maas,Religious
Madhya Pradesh,Temple in Madhya Pradesh,Camping,Malayalam,Morrison and Sons Hotel,4556,Thali,Adventure
Madhya Pradesh,Temple in Madhya Pradesh,Historical Tour,Hindi,"Clark, Garner and Aguilar Hotel",3565,Thali,Historical
Madhya Pradesh,Palace in Madhya Pradesh,Trekking,Konkani,Whitaker LLC Hotel,7140,Idiyappam,Religious
Madhya Pradesh,Beach in Madhya Pradesh,Cultural Dance,Konkani,"Soto, Jackson and Bartlett Hotel",1600,Seafood,Religious
Madhya Pradesh,Temple in Madhya Pradesh,Cultural Dance,English,Bishop and Sons Hotel,3121,Rajasthani Laal Maas,Cultural
Madhya Pradesh,Fort in Madhya Pradesh,Cultural Dance,Punjabi,Harris and Sons Hotel,4300,Thali,Adventure
Madhya Pradesh,Fort in Madhya Pradesh,Shopping,Hindi,"Williams, Norris and Davis Hotel",9509,Rajasthani Laal Maas,Nature
Madhya Pradesh,Backwaters in Madhya Pradesh,Camping,Marathi,Madden LLC Hotel,3047,Dosa,Nature
Madhya Pradesh,Wildlife Sanctuary in Madhya Pradesh,Trekking,Marathi,"Wiggins, Carr and Wilson Hotel",8652,Seafood,Romantic
Madhya Pradesh,Hill Station in Madhya Pradesh,Camping,Marathi,Thomas and Sons Hotel,2836,Rajasthani Laal Maas,Romantic
Madhya Pradesh,Hill Station in Madhya Pradesh,Wildlife Safari,Punjabi,"Ponce, Blankenship and Delacruz Hotel",9098,Rajasthani Laal Maas,Historical
Madhya Pradesh,Beach in Madhya Pradesh,Cultural Dance,Punjabi,Smith Inc Hotel,3043,Dosa,Romantic
Madhya Pradesh,Fort in Madhya Pradesh,Trekking,Punjabi,Williams-Rice Hotel,2324,Idiyappam,Cultural
Madhya Pradesh,Hill Station in Madhya Pradesh,Boating,Tamil,"Ford, Mooney and Perry Hotel",5038,Thali,Romantic
Madhya Pradesh,Temple in Madhya Pradesh,Wildlife Safari,English,Short LLC Hotel,9831,Prawn Curry,Historical
Madhya Pradesh,Beach in Madhya Pradesh,Shopping,Marathi,Henry Group Hotel,6023,Chole Bhature,Adventure
Madhya Pradesh,Wildlife Sanctuary in Madhya Pradesh,Trekking,Punjabi,Perry PLC Hotel,3072,Prawn Curry,Religious
Madhya Pradesh,Beach in Madhya Pradesh,Cultural Dance,Konkani,Robertson and Sons Hotel,9311,Seafood,Nature
Madhya Pradesh,Palace in Madhya Pradesh,Boating,Marathi,Owen-Sanchez Hotel,5002,Prawn Curry,Adventure
Madhya Pradesh,Fort in Madhya Pradesh,Boating,Punjabi,"Mills, Jackson and Wilkinson Hotel",5246,Seafood,Wildlife
Madhya Pradesh,Beach in Madhya Pradesh,Trekking,Malayalam,Marshall-Price Hotel,2952,Chole Bhature,Adventure
Madhya Pradesh,Temple in Madhya Pradesh,Camping,Punjabi,"Porter, Woods and Hunt Hotel",4963,Rajasthani Laal Maas,Religious
Madhya Pradesh,Backwaters in Madhya Pradesh,Shopping,Marathi,Gilbert LLC Hotel,3297,Thali,Historical
Madhya Pradesh,Hill Station in Madhya Pradesh,Wildlife Safari,Marathi,Adams-Webb Hotel,4715,Rajasthani Laal Maas,Nature
Madhya Pradesh,Backwaters in Madhya Pradesh,Boating,Punjabi,Bullock-Edwards Hotel,1713,Seafood,Nature
Madhya Pradesh,Backwaters in Madhya Pradesh,Boating,Hindi,Jones Group Hotel,6038,Rajasthani Laal Maas,Wildlife
Madhya Pradesh,Beach in Madhya Pradesh,Boating,Konkani,Davis-Williams Hotel,3649,Seafood,Wildlife
Madhya Pradesh,Temple in Madhya Pradesh,Historical Tour,Malayalam,"Walters, Morgan and Ferguson Hotel",3583,Rajasthani Laal Maas,Nature
Madhya Pradesh,Beach in Madhya Pradesh,Camping,Punjabi,"Frazier, Ramirez and Morales Hotel",4677,Thali,Cultural
Madhya Pradesh,Wildlife Sanctuary in Madhya Pradesh,Boating,Marathi,"Cuevas, May and Hamilton Hotel",3032,Dosa,Adventure
Madhya Pradesh,Palace in Madhya Pradesh,Historical Tour,Malayalam,Little Ltd Hotel,7985,Seafood,Nature
Madhya Pradesh,Backwaters in Madhya Pradesh,Shopping,Hindi,Gonzalez-Gonzalez Hotel,7143,Rajasthani Laal Maas,Cultural
Madhya Pradesh,Fort in Madhya Pradesh,Boating,Konkani,"Roberts, Lowery and Miller Hotel",8708,Dosa,Historical
Madhya Pradesh,Hill Station in Madhya Pradesh,Historical Tour,Marathi,"King, Armstrong and Tucker Hotel",3072,Prawn Curry,Romantic
Madhya Pradesh,Beach in Madhya Pradesh,Boating,Konkani,"Snyder, Daniels and Browning Hotel",2663,Rajasthani Laal Maas,Nature
Madhya Pradesh,Backwaters in Madhya Pradesh,Boating,Marathi,"Young, Thomas and Smith Hotel",2968,Dosa,Wildlife
Madhya Pradesh,Wildlife Sanctuary in Madhya Pradesh,Cultural Dance,Punjabi,Castillo PLC Hotel,2712,Dosa,Adventure
Madhya Pradesh,Temple in Madhya Pradesh,Shopping,Marathi,"Perez, Russo and Chavez Hotel",2169,Idiyappam,Religious
Madhya Pradesh,Fort in Madhya Pradesh,Cultural Dance,Marathi,Page-Morgan Hotel,5074,Thali,Cultural
Madhya Pradesh,Palace in Madhya Pradesh,Camping,English,"Huerta, Garcia and Lewis Hotel",6020,Thali,Romantic
Madhya Pradesh,Temple in Madhya Pradesh,Historical Tour,English,Walker-Miranda Hotel,3971,Prawn Curry,Nature
Madhya Pradesh,Wildlife Sanctuary in Madhya Pradesh,Shopping,English,Williams and Sons Hotel,3441,Dosa,Historical
Madhya Pradesh,Palace in Madhya Pradesh,Wildlife Safari,Hindi,Smith Inc Hotel,7511,Dosa,Romantic
Madhya Pradesh,Hill Station in Madhya Pradesh,Shopping,Tamil,Johnson-Taylor Hotel,7943,Dosa,Cultural
Madhya Pradesh,Palace in Madhya Pradesh,Historical Tour,English,Palmer-Deleon Hotel,7955,Seafood,Nature
Madhya Pradesh,Fort in Madhya Pradesh,Wildlife Safari,Konkani,Garcia-Travis Hotel,7950,Chole Bhature,Adventure
Madhya Pradesh,Palace in Madhya Pradesh,Camping,Marathi,"Boyd, Fischer and Wilson Hotel",6201,Idiyappam,Cultural
Madhya Pradesh,Wildlife Sanctuary in Madhya Pradesh,Camping,Malayalam,Ellis-Haney Hotel,2092,Dosa,Historical
Madhya Pradesh,Temple in Madhya Pradesh,Boating,Punjabi,"Valencia, Yang and Hamilton Hotel",6516,Prawn Curry,Cultural
Maharashtra,Beach in Maharashtra,Cultural Dance,English,"Kent, West and Hester Hotel",8329,Chole Bhature,Nature
Maharashtra,Hill Station in Maharashtra,Cultural Dance,Marathi,"Crawford, Kennedy and Scott Hotel",7675,Seafood,Historical
Maharashtra,Beach in Maharashtra,Boating,Konkani,Rodriguez Group Hotel,4267,Dosa,Religious
Maharashtra,Temple in Maharashtra,Shopping,Hindi,Wells-Delgado Hotel,2949,Chole Bhature,Religious
Maharashtra,Hill Station in Maharashtra,Boating,Konkani,"Jenkins, Oliver and Davis Hotel",8232,Rajasthani Laal Maas,Religious
Maharashtra,Wildlife Sanctuary in Maharashtra,Cultural Dance,Malayalam,Wise-Thompson Hotel,6752,Chole Bhature,Wildlife
Maharashtra,Beach in Maharashtra,Trekking,Punjabi,Perkins-Wagner Hotel,9932,Idiyappam,Romantic
Maharashtra,Backwaters in Maharashtra,Trekking,Marathi,Horton Inc Hotel,9577,Prawn Curry,Wildlife
Maharashtra,Fort in Maharashtra,Trekking,Punjabi,"Gonzales, Higgins and Horton Hotel",8177,Seafood,Wildlife
Maharashtra,Beach in Maharashtra,Cultural Dance,Malayalam,Reed Inc Hotel,2886,Rajasthani Laal Maas,Romantic
Maharashtra,Fort in Maharashtra,Cultural Dance,Tamil,Hart-Walker Hotel,5819,Seafood,Religious
Maharashtra,Fort in Maharashtra,Camping,Konkani,Fletcher-Mcgrath Hotel,5422,Seafood,Wildlife
Maharashtra,Hill Station in Maharashtra,Historical Tour,English,"Knapp, Chan and Summers Hotel",7490,Rajasthani Laal Maas,Nature
Maharashtra,Hill Station in Maharashtra,Wildlife Safari,English,"Dunn, Stokes and Miller Hotel",5184,Seafood,Adventure
Maharashtra,Beach in Maharashtra,Shopping,Hindi,"Wang, Brewer and Chapman Hotel",5446,Thali,Nature
Maharashtra,Backwaters in Maharashtra,Shopping,Malayalam,Wheeler-Gonzalez Hotel,9683,Dosa,Nature
Maharashtra,Hill Station in Maharashtra,Cultural Dance,Malayalam,"Frye, Meyer and Dillon Hotel",7558,Idiyappam,Historical
Maharashtra,Wildlife Sanctuary in Maharashtra,Cultural Dance,Tamil,"Williams, Hicks and Clark Hotel",5900,Dosa,Adventure
Maharashtra,Wildlife Sanctuary in Maharashtra,Historical Tour,Tamil,Hall-Jones Hotel,5895,Rajasthani Laal Maas,Cultural
Maharashtra,Backwaters in Maharashtra,Camping,English,"Howard, Kim and Wagner Hotel",7406,Seafood,Historical
Maharashtra,Hill Station in Maharashtra,Wildlife Safari,Tamil,Gonzalez-Hoover Hotel,5937,Dosa,Historical
Maharashtra,Backwaters in Maharashtra,Wildlife Safari,Konkani,Munoz-Brown Hotel,9737,Dosa,Cultural
Maharashtra,Palace in Maharashtra,Historical Tour,English,"Brown, Mcdaniel and Case Hotel",6093,Seafood,Nature
Maharashtra,Beach in Maharashtra,Camping,Malayalam,"Anderson, Jones and Garcia Hotel",7561,Thali,Romantic
Maharashtra,Backwaters in Maharashtra,Trekking,Marathi,Williams-Foster Hotel,6940,Idiyappam,Romantic
Maharashtra,Hill Station in Maharashtra,Wildlife Safari,Hindi,Brown-Beard Hotel,7098,Seafood,Cultural
Maharashtra,Temple in Maharashtra,Wildlife Safari,English,"Ramirez, Randolph and Baker Hotel",6793,Idiyappam,Adventure
Maharashtra,Fort in Maharashtra,Historical Tour,Tamil,Guerrero-Ramos Hotel,6449,Idiyappam,Historical
Maharashtra,Beach in Maharashtra,Trekking,Konkani,Meyer-Walker Hotel,5424,Thali,Historical
Maharashtra,Wildlife Sanctuary in Maharashtra,Camping,English,Atkins PLC Hotel,5425,Chole Bhature,Cultural
Maharashtra,Backwaters in Maharashtra,Wildlife Safari,Hindi,Mccarthy-Morales Hotel,5853,Seafood,Historical
Maharashtra,Palace in Maharashtra,Shopping,Malayalam,Caldwell Ltd Hotel,2362,Rajasthani Laal Maas,Adventure
Maharashtra,Backwaters in Maharashtra,Wildlife Safari,Marathi,Cooke LLC Hotel,4701,Seafood,Cultural
Maharashtra,Beach in Maharashtra,Historical Tour,Konkani,Paul-Perez Hotel,3406,Chole Bhature,Cultural
Maharashtra,Hill Station in Maharashtra,Camping,English,Banks-Johnson Hotel,2414,Dosa,Romantic
Maharashtra,Temple in Maharashtra,Boating,Punjabi,Gibson LLC Hotel,9002,Seafood,Nature
Maharashtra,Backwaters in Maharashtra,Trekking,Hindi,Curtis-Gentry Hotel,3498,Dosa,Romantic
Maharashtra,Wildlife Sanctuary in Maharashtra,Camping,English,"Levine, Joseph and Luna Hotel",3827,Thali,Nature
Maharashtra,Hill Station in Maharashtra,Cultural Dance,Marathi,"Adams, Baker and Bender Hotel",8817,Thali,Romantic
Maharashtra,Hill Station in Maharashtra,Camping,English,George Inc Hotel,4926,Chole Bhature,Cultural
Maharashtra,Backwaters in Maharashtra,Camping,Punjabi,Petty Group Hotel,4387,Dosa,Romantic
Maharashtra,Wildlife Sanctuary in Maharashtra,Historical Tour,Malayalam,Marks and Sons Hotel,5875,Idiyappam,Wildlife
Maharashtra,Backwaters in Maharashtra,Cultural Dance,Tamil,Garner-Williams Hotel,2296,Thali,Historical
Maharashtra,Beach in Maharashtra,Cultural Dance,English,Sanchez-Peck Hotel,1914,Rajasthani Laal Maas,Romantic
Maharashtra,Temple in Maharashtra,Shopping,Malayalam,"Weeks, Sullivan and Pratt Hotel",3918,Seafood,Historical
Maharashtra,Temple in Maharashtra,Historical Tour,English,"Snyder, Soto and Ray Hotel",8544,Dosa,Wildlife
Maharashtra,Hill Station in Maharashtra,Historical Tour,English,Taylor-Turner Hotel,4694,Dosa,Nature
Maharashtra,Palace in Maharashtra,Camping,Hindi,"Smith, Taylor and Nichols Hotel",2264,Idiyappam,Wildlife
Maharashtra,Backwaters in Maharashtra,Camping,Konkani,"Brock, Dunn and Hahn Hotel",3998,Idiyappam,Historical
Maharashtra,Fort in Maharashtra,Trekking,Hindi,"Lee, Adams and Mckinney Hotel",7520,Chole Bhature,Wildlife
Maharashtra,Fort in Maharashtra,Cultural Dance,Hindi,Miller Group Hotel,2095,Thali,Religious
Maharashtra,Temple in Maharashtra,Shopping,Punjabi,Morrow-Huynh Hotel,4419,Rajasthani Laal Maas,Religious
Maharashtra,Palace in Maharashtra,Camping,English,Huang-George Hotel,6739,Dosa,Wildlife
Maharashtra,Wildlife Sanctuary in Maharashtra,Boating,Hindi,"Porter, Gallagher and Gray Hotel",8470,Thali,Romantic
Maharashtra,Hill Station in Maharashtra,Boating,Marathi,Vega-Weaver Hotel,3522,Idiyappam,Religious
Maharashtra,Wildlife Sanctuary in Maharashtra,Historical Tour,Marathi,Crawford Group Hotel,2922,Dosa,Religious
Maharashtra,Palace in Maharashtra,Boating,Hindi,White-Smith Hotel,4745,Dosa,Romantic
Maharashtra,Hill Station in Maharashtra,Camping,Punjabi,"Murphy, Perkins and Reyes Hotel",4025,Prawn Curry,Cultural
Maharashtra,Temple in Maharashtra,Boating,Punjabi,Robles Group Hotel,1938,Prawn Curry,Wildlife
Maharashtra,Beach in Maharashtra,Wildlife Safari,Punjabi,"Gregory, Tanner and Miller Hotel",9440,Idiyappam,Religious
Maharashtra,Hill Station in Maharashtra,Boating,Punjabi,Jones-Le Hotel,7619,Prawn Curry,Adventure
Maharashtra,Wildlife Sanctuary in Maharashtra,Shopping,Punjabi,"Sanders, Hunter and Freeman Hotel",4993,Seafood,Religious
Maharashtra,Beach in Maharashtra,Boating,Punjabi,Harris Group Hotel,8753,Seafood,Wildlife
Maharashtra,Fort in Maharashtra,Boating,Marathi,Snyder Inc Hotel,4355,Thali,Adventure
Maharashtra,Hill Station in Maharashtra,Shopping,Tamil,"White, Hayden and Hammond Hotel",5138,Idiyappam,Adventure
Maharashtra,Beach in Maharashtra,Boating,English,"Pruitt, Salazar and Taylor Hotel",8434,Dosa,Nature
Maharashtra,Fort in Maharashtra,Camping,Hindi,Sanchez Ltd Hotel,9192,Dosa,Nature
Maharashtra,Palace in Maharashtra,Wildlife Safari,Tamil,Adams-Obrien Hotel,2246,Prawn Curry,Religious
Maharashtra,Temple in Maharashtra,Wildlife Safari,Tamil,Mccann-Blair Hotel,3479,Idiyappam,Romantic
Maharashtra,Wildlife Sanctuary in Maharashtra,Boating,Konkani,Patterson Ltd Hotel,4775,Dosa,Nature
Maharashtra,Palace in Maharashtra,Trekking,Tamil,"Dunn, Stewart and Flowers Hotel",3542,Seafood,Historical
Maharashtra,Palace in Maharashtra,Camping,Punjabi,Quinn Ltd Hotel,5141,Prawn Curry,Wildlife
